Harvest ,Species,Treatment ,Tag,Pot,Week,Height
1,VS,8%,H1VS8,114,12,n/a
1,VS,16%,H1VS16,29,12,n/a
1,VS,16%,H1VS16,33,12,n/a
1,VS,16%,H1VS16,54,12,n/a
1,VS,16%,H1VS16,73,12,n/a
1,VS,16%,H1VS16,74,12,n/a
1,VS,16%,H1VS16,79,12,n/a
1,VS,16%,H1VS16,82,12,n/a
1,VS,16%,H1VS16,84,12,n/a
1,VS,16%,H1VS16,93,12,n/a
1,VS,16%,H1VS16,107,12,n/a
1,VS,16%,H1VS16,109,12,n/a
1,VS,4%,H1VS4,17,12,n/a
1,VE,4%,H1VE4,96,12,n/a
1,VE,4%,H1VE4,102,12,n/a
1,VE,4%,H1VE4,103,12,n/a
1,VE,4%,H1VE4,105,12,n/a
1,VE,4%,H1VE4,110,12,n/a
1,VE,4%,H1VE4,117,12,n/a
1,VE,4%,H1VE4,124,12,n/a
1,VE,4%,H1VE4,181,12,n/a
1,VE,4%,H1VE4,194,12,n/a
1,VE,4%,H1VE4,203,12,n/a
1,VE,8%,H1VE8,94,12,n/a
1,VE,8%,H1VE8,127,12,n/a
1,VE,8%,H1VE8,140,12,n/a
1,VE,8%,H1VE8,144,12,n/a
1,VE,8%,H1VE8,147,12,n/a
1,VE,8%,H1VE8,151,12,n/a
1,VE,8%,H1VE8,155,12,n/a
1,VE,8%,H1VE8,165,12,n/a
1,VE,8%,H1VE8,243,12,n/a
1,VE,8%,H1VE8,248,12,n/a
1,VE,16%,H1VE16,121,12,n/a
1,VE,16%,H1VE16,137,12,n/a
1,VE,16%,H1VE16,141,12,n/a
1,VE,16%,H1VE16,168,12,n/a
1,VE,16%,H1VE16,169,12,n/a
1,VE,16%,H1VE16,172,12,n/a
1,VE,16%,H1VE16,174,12,n/a
1,VE,16%,H1VE16,182,12,n/a
1,VE,16%,H1VE16,183,12,n/a
1,VE,16%,H1VE16,184,12,n/a
1,VE,16%,H1VE16,188,12,n/a
1,VE,4%,H1VE4,299,12,n/a
2,VS,4%,H2VS4,6,12,225
2,VS,4%,H2VS4,8,12,272
2,VS,4%,H2VS4,10,12,200
2,VS,4%,H2VS4,12,12,260
2,VS,4%,H2VS4,14,12,192
2,VS,4%,H2VS4,16,12,280
2,VS,4%,H2VS4,24,12,218
2,VS,4%,H2VS4,28,12,189
2,VS,4%,H2VS4,43,12,195
2,VS,4%,H2VS4,67,12,165
2,VS,4%,H2VS4,68,12,237
2,VS,4%,H2VS4,92,12,n/a
2,VS,8%,H2VS8,1,12,246
2,VS,8%,H2VS8,7,12,310
2,VS,8%,H2VS8,25,12,296
2,VS,8%,H2VS8,30,12,260
2,VS,8%,H2VS8,35,12,155
2,VS,8%,H2VS8,37,12,214
2,VS,8%,H2VS8,40,12,165
2,VS,8%,H2VS8,45,12,174
2,VS,8%,H2VS8,65,12,199
2,VS,8%,H2VS8,90,12,167
2,VS,8%,H2VS8,96,12,206
2,VS,16%,H2VS16,4,12,198
2,VS,16%,H2VS16,31,12,259
2,VS,16%,H2VS16,66,12,103
2,VS,16%,H2VS16,86,12,157
2,VS,16%,H2VS16,94,12,198
2,VS,16%,H2VS16,95,12,215
2,VS,16%,H2VS16,100,12,166
2,VS,16%,H2VS16,106,12,202
2,VS,16%,H2VS16,108,12,176
2,VS,16%,H2VS16,111,12,195
2,VE,4%,H2VE4,91,12,72
2,VE,4%,H2VE4,93,12,112
2,VE,4%,H2VE4,108,12,107
2,VE,4%,H2VE4,134,12,0
2,VE,4%,H2VE4,157,12,162
2,VE,4%,H2VE4,197,12,105
2,VE,4%,H2VE4,198,12,125
2,VE,4%,H2VE4,199,12,167
2,VE,4%,H2VE4,201,12,104
2,VE,4%,H2VE4,208,12,120
2,VE,4%,H2VE4,227,12,106
2,VE,4%,H2VE4,340,12,150
2,VE,8%,H2VE8,120,12,141
2,VE,8%,H2VE8,128,12,134
2,VE,8%,H2VE8,139,12,152
2,VE,8%,H2VE8,143,12,132
2,VE,8%,H2VE8,145,12,150
2,VE,8%,H2VE8,152,12,164
2,VE,8%,H2VE8,158,12,161
2,VE,8%,H2VE8,190,12,175
2,VE,8%,H2VE8,195,12,107
2,VE,8%,H2VE8,207,12,142
2,VE,8%,H2VE8,278,12,110
2,VE,16%,H2VE16,107,12,137
2,VE,16%,H2VE16,122,12,130
2,VE,16%,H2VE16,142,12,135
2,VE,16%,H2VE16,162,12,186
2,VE,16%,H2VE16,164,12,114
2,VE,16%,H2VE16,167,12,156
2,VE,16%,H2VE16,176,12,120
2,VE,16%,H2VE16,178,12,139
2,VE,16%,H2VE16,180,12,176
2,VE,16%,H2VE16,185,12,175
2,VE,16%,H2VE16,186,12,152
2,VE,16%,H2VE16,238,12,143
3,VE,8%,H3VE8,135,5,60
3,VE,8%,H3VE8,135,6,67
3,VE,8%,H3VE8,135,7,54
3,VE,8%,H3VE8,135,8,58
3,VE,8%,H3VE8,135,9,60
3,VE,8%,H3VE8,135,10,89
3,VE,8%,H3VE8,135,11,114
3,VE,8%,H3VE8,135,12,110
3,VE,8%,H3VE8,135,13,120
3,VE,8%,H3VE8,135,14,118
3,VE,8%,H3VE8,135,15,130
3,VE,8%,H3VE8,161,1,0
3,VE,8%,H3VE8,161,2,22
3,VE,8%,H3VE8,161,3,22
3,VE,8%,H3VE8,161,4,39
3,VE,8%,H3VE8,161,5,56
3,VE,8%,H3VE8,161,6,60
3,VE,8%,H3VE8,161,7,57
3,VE,8%,H3VE8,161,8,64
3,VE,8%,H3VE8,161,9,70
3,VE,8%,H3VE8,161,10,62
3,VE,8%,H3VE8,161,11,71
3,VE,8%,H3VE8,161,12,100
3,VE,8%,H3VE8,161,13,100
3,VE,8%,H3VE8,161,14,118
3,VE,8%,H3VE8,161,15,144
3,VE,8%,H3VE8,177,1,0
3,VE,8%,H3VE8,177,2,9
3,VE,8%,H3VE8,177,3,25
3,VE,8%,H3VE8,177,4,35
3,VE,8%,H3VE8,177,5,47
3,VE,8%,H3VE8,177,6,54
3,VE,8%,H3VE8,177,7,61
3,VE,8%,H3VE8,177,8,65
3,VE,8%,H3VE8,177,9,72
3,VE,8%,H3VE8,177,10,103
3,VE,8%,H3VE8,177,11,138
3,VE,8%,H3VE8,177,12,155
3,VE,8%,H3VE8,177,13,149
3,VE,8%,H3VE8,177,14,150
3,VE,8%,H3VE8,177,15,174
1,VS,4%,H1VS4,3,13,n/a
1,VS,4%,H1VS4,9,13,n/a
1,VS,4%,H1VS4,23,13,n/a
1,VS,4%,H1VS4,57,13,n/a
1,VS,4%,H1VS4,69,13,n/a
1,VS,4%,H1VS4,70,13,n/a
1,VS,4%,H1VS4,71,13,n/a
1,VS,4%,H1VS4,102,13,n/a
1,VS,4%,H1VS4,112,13,n/a
1,VS,4%,H1VS4,127,13,n/a
1,VS,8%,H1VS8,26,13,n/a
1,VS,8%,H1VS8,32,13,n/a
1,VS,8%,H1VS8,36,13,n/a
1,VS,8%,H1VS8,39,13,n/a
1,VS,8%,H1VS8,52,13,n/a
1,VS,8%,H1VS8,53,13,n/a
1,VS,8%,H1VS8,56,13,n/a
1,VS,8%,H1VS8,59,13,n/a
1,VS,8%,H1VS8,60,13,n/a
1,VS,8%,H1VS8,64,13,n/a
1,VS,8%,H1VS8,114,13,n/a
1,VS,16%,H1VS16,29,13,n/a
1,VS,16%,H1VS16,33,13,n/a
1,VS,16%,H1VS16,54,13,n/a
1,VS,16%,H1VS16,73,13,n/a
1,VS,16%,H1VS16,74,13,n/a
1,VS,16%,H1VS16,79,13,n/a
1,VS,16%,H1VS16,82,13,n/a
1,VS,16%,H1VS16,84,13,n/a
1,VS,16%,H1VS16,93,13,n/a
1,VS,16%,H1VS16,107,13,n/a
1,VS,16%,H1VS16,109,13,n/a
1,VS,4%,H1VS4,17,13,n/a
1,VE,4%,H1VE4,96,13,n/a
1,VE,4%,H1VE4,102,13,n/a
1,VE,4%,H1VE4,103,13,n/a
1,VE,4%,H1VE4,105,13,n/a
1,VE,4%,H1VE4,110,13,n/a
1,VE,4%,H1VE4,117,13,n/a
1,VE,4%,H1VE4,124,13,n/a
1,VE,4%,H1VE4,181,13,n/a
1,VE,4%,H1VE4,194,13,n/a
1,VE,4%,H1VE4,203,13,n/a
1,VE,8%,H1VE8,94,13,n/a
1,VE,8%,H1VE8,127,13,n/a
1,VE,8%,H1VE8,140,13,n/a
1,VE,8%,H1VE8,144,13,n/a
1,VE,8%,H1VE8,147,13,n/a
1,VE,8%,H1VE8,151,13,n/a
1,VE,8%,H1VE8,155,13,n/a
1,VE,8%,H1VE8,165,13,n/a
1,VE,8%,H1VE8,243,13,n/a
1,VE,8%,H1VE8,248,13,n/a
1,VE,16%,H1VE16,121,13,n/a
1,VE,16%,H1VE16,137,13,n/a
1,VE,16%,H1VE16,141,13,n/a
1,VE,16%,H1VE16,168,13,n/a
1,VE,16%,H1VE16,169,13,n/a
1,VE,16%,H1VE16,172,13,n/a
1,VE,16%,H1VE16,174,13,n/a
1,VE,16%,H1VE16,182,13,n/a
1,VE,16%,H1VE16,183,13,n/a
1,VE,16%,H1VE16,184,13,n/a
1,VE,16%,H1VE16,188,13,n/a
1,VE,4%,H1VE4,299,13,n/a
2,VS,4%,H2VS4,6,13,n/a
2,VS,4%,H2VS4,8,13,n/a
2,VS,4%,H2VS4,10,13,200
2,VS,4%,H2VS4,12,13,263
2,VS,4%,H2VS4,14,13,n/a
2,VS,4%,H2VS4,16,13,n/a
2,VS,4%,H2VS4,24,13,n/a
2,VS,4%,H2VS4,28,13,n/a
2,VS,4%,H2VS4,43,13,n/a
2,VS,4%,H2VS4,67,13,n/a
2,VS,4%,H2VS4,68,13,n/a
2,VS,4%,H2VS4,92,13,n/a
2,VS,8%,H2VS8,1,13,n/a
2,VS,8%,H2VS8,7,13,n/a
2,VS,8%,H2VS8,25,13,n/a
2,VS,8%,H2VS8,30,13,n/a
2,VS,8%,H2VS8,35,13,n/a
2,VS,8%,H2VS8,37,13,n/a
2,VS,8%,H2VS8,40,13,n/a
2,VS,8%,H2VS8,45,13,186
2,VS,8%,H2VS8,65,13,n/a
2,VS,8%,H2VS8,90,13,n/a
2,VS,8%,H2VS8,96,13,n/a
2,VS,16%,H2VS16,4,13,n/a
2,VS,16%,H2VS16,31,13,n/a
2,VS,16%,H2VS16,66,13,n/a
2,VS,16%,H2VS16,86,13,163
2,VS,16%,H2VS16,94,13,n/a
2,VS,16%,H2VS16,95,13,n/a
2,VS,16%,H2VS16,100,13,n/a
2,VS,16%,H2VS16,106,13,n/a
2,VS,16%,H2VS16,108,13,n/a
2,VS,16%,H2VS16,111,13,n/a
2,VE,4%,H2VE4,91,13,n/a
2,VE,4%,H2VE4,93,13,n/a
2,VE,4%,H2VE4,108,13,n/a
2,VE,4%,H2VE4,134,13,135
2,VE,4%,H2VE4,157,13,n/a
2,VE,4%,H2VE4,197,13,n/a
2,VE,4%,H2VE4,198,13,n/a
2,VE,4%,H2VE4,199,13,n/a
2,VE,4%,H2VE4,201,13,n/a
2,VE,4%,H2VE4,208,13,n/a
2,VE,4%,H2VE4,227,13,n/a
2,VE,4%,H2VE4,340,13,n/a
2,VE,8%,H2VE8,120,13,n/a
2,VE,8%,H2VE8,128,13,n/a
2,VE,8%,H2VE8,139,13,n/a
2,VE,8%,H2VE8,143,13,n/a
2,VE,8%,H2VE8,145,13,n/a
2,VE,8%,H2VE8,152,13,n/a
2,VE,8%,H2VE8,158,13,n/a
2,VE,8%,H2VE8,190,13,n/a
2,VE,8%,H2VE8,195,13,102
2,VE,8%,H2VE8,207,13,n/a
2,VE,8%,H2VE8,278,13,n/a
2,VE,16%,H2VE16,107,13,135
2,VE,16%,H2VE16,122,13,n/a
2,VE,16%,H2VE16,142,13,n/a
2,VE,16%,H2VE16,162,13,n/a
2,VE,16%,H2VE16,164,13,n/a
2,VE,16%,H2VE16,167,13,n/a
2,VE,16%,H2VE16,176,13,n/a
2,VE,16%,H2VE16,178,13,n/a
2,VE,16%,H2VE16,180,13,n/a
2,VE,16%,H2VE16,185,13,n/a
2,VE,16%,H2VE16,186,13,n/a
2,VE,16%,H2VE16,238,13,n/a
3,VE,8%,H3VE8,206,1,0
3,VE,8%,H3VE8,206,2,9
3,VE,8%,H3VE8,206,3,24
3,VE,8%,H3VE8,206,4,35
3,VE,8%,H3VE8,206,5,55
3,VE,8%,H3VE8,206,6,63
3,VE,8%,H3VE8,206,7,68
3,VE,8%,H3VE8,206,8,71
3,VE,8%,H3VE8,206,9,85
3,VE,8%,H3VE8,206,10,94
3,VE,8%,H3VE8,206,11,152
3,VE,8%,H3VE8,206,12,185
3,VE,8%,H3VE8,206,13,190
3,VE,8%,H3VE8,206,14,193
3,VE,8%,H3VE8,206,15,225
3,VE,8%,H3VE8,289,1,0
3,VE,8%,H3VE8,289,2,9
3,VE,8%,H3VE8,289,3,12
3,VE,8%,H3VE8,289,4,23
3,VE,8%,H3VE8,289,5,44
3,VE,8%,H3VE8,289,6,56
3,VE,8%,H3VE8,289,7,73
3,VE,8%,H3VE8,289,8,72
3,VE,8%,H3VE8,289,9,69
3,VE,8%,H3VE8,289,10,110
3,VE,8%,H3VE8,289,11,160
3,VE,8%,H3VE8,289,12,171
3,VE,8%,H3VE8,289,13,186
3,VE,8%,H3VE8,289,14,214
3,VE,8%,H3VE8,289,15,220
3,VE,16%,H3VE16,101,1,29
3,VE,16%,H3VE16,101,2,35
1,VS,4%,H1VS4,3,14,n/a
1,VS,4%,H1VS4,9,14,n/a
1,VS,4%,H1VS4,23,14,n/a
1,VS,4%,H1VS4,57,14,n/a
1,VS,4%,H1VS4,69,14,n/a
1,VS,4%,H1VS4,70,14,n/a
1,VS,4%,H1VS4,71,14,n/a
1,VS,4%,H1VS4,102,14,n/a
1,VS,4%,H1VS4,112,14,n/a
1,VS,4%,H1VS4,127,14,n/a
1,VS,8%,H1VS8,26,14,n/a
1,VS,8%,H1VS8,32,14,n/a
1,VS,8%,H1VS8,36,14,n/a
1,VS,8%,H1VS8,39,14,n/a
1,VS,8%,H1VS8,52,14,n/a
1,VS,8%,H1VS8,53,14,n/a
1,VS,8%,H1VS8,56,14,n/a
1,VS,8%,H1VS8,59,14,n/a
1,VS,8%,H1VS8,60,14,n/a
1,VS,8%,H1VS8,64,14,n/a
1,VS,8%,H1VS8,114,14,n/a
1,VS,16%,H1VS16,29,14,n/a
1,VS,16%,H1VS16,33,14,n/a
1,VS,16%,H1VS16,54,14,n/a
1,VS,16%,H1VS16,73,14,n/a
1,VS,16%,H1VS16,74,14,n/a
1,VS,16%,H1VS16,79,14,n/a
1,VS,16%,H1VS16,82,14,n/a
1,VS,16%,H1VS16,84,14,n/a
1,VS,16%,H1VS16,93,14,n/a
1,VS,16%,H1VS16,107,14,n/a
1,VS,16%,H1VS16,109,14,n/a
1,VS,4%,H1VS4,17,14,n/a
1,VE,4%,H1VE4,96,14,n/a
1,VE,4%,H1VE4,102,14,n/a
1,VE,4%,H1VE4,103,14,n/a
1,VE,4%,H1VE4,105,14,n/a
1,VE,4%,H1VE4,110,14,n/a
1,VE,4%,H1VE4,117,14,n/a
1,VE,4%,H1VE4,124,14,n/a
1,VE,4%,H1VE4,181,14,n/a
1,VE,4%,H1VE4,194,14,n/a
1,VE,4%,H1VE4,203,14,n/a
1,VE,8%,H1VE8,94,14,n/a
1,VE,8%,H1VE8,127,14,n/a
1,VE,8%,H1VE8,140,14,n/a
1,VE,8%,H1VE8,144,14,n/a
1,VE,8%,H1VE8,147,14,n/a
1,VE,8%,H1VE8,151,14,n/a
1,VE,8%,H1VE8,155,14,n/a
1,VE,8%,H1VE8,165,14,n/a
1,VE,8%,H1VE8,243,14,n/a
1,VE,8%,H1VE8,248,14,n/a
1,VE,16%,H1VE16,121,14,n/a
1,VE,16%,H1VE16,137,14,n/a
1,VE,16%,H1VE16,141,14,n/a
1,VE,16%,H1VE16,168,14,n/a
1,VE,16%,H1VE16,169,14,n/a
1,VE,16%,H1VE16,172,14,n/a
1,VE,16%,H1VE16,174,14,n/a
1,VE,16%,H1VE16,182,14,n/a
1,VE,16%,H1VE16,183,14,n/a
1,VE,16%,H1VE16,184,14,n/a
1,VE,16%,H1VE16,188,14,n/a
1,VE,4%,H1VE4,299,14,n/a
2,VS,4%,H2VS4,6,14,n/a
2,VS,4%,H2VS4,8,14,n/a
2,VS,4%,H2VS4,10,14,204
2,VS,4%,H2VS4,12,14,174
2,VS,4%,H2VS4,14,14,n/a
2,VS,4%,H2VS4,16,14,n/a
2,VS,4%,H2VS4,24,14,n/a
2,VS,4%,H2VS4,28,14,n/a
2,VS,4%,H2VS4,43,14,n/a
2,VS,4%,H2VS4,67,14,n/a
2,VS,4%,H2VS4,68,14,n/a
2,VS,4%,H2VS4,92,14,n/a
2,VS,8%,H2VS8,1,14,n/a
2,VS,8%,H2VS8,7,14,n/a
2,VS,8%,H2VS8,25,14,n/a
2,VS,8%,H2VS8,30,14,n/a
2,VS,8%,H2VS8,35,14,n/a
2,VS,8%,H2VS8,37,14,n/a
2,VS,8%,H2VS8,40,14,n/a
2,VS,8%,H2VS8,45,14,184
2,VS,8%,H2VS8,65,14,n/a
2,VS,8%,H2VS8,90,14,n/a
2,VS,8%,H2VS8,96,14,n/a
2,VS,16%,H2VS16,4,14,n/a
2,VS,16%,H2VS16,31,14,n/a
2,VS,16%,H2VS16,66,14,n/a
2,VS,16%,H2VS16,86,14,185
2,VS,16%,H2VS16,94,14,n/a
2,VS,16%,H2VS16,95,14,n/a
2,VS,16%,H2VS16,100,14,n/a
2,VS,16%,H2VS16,106,14,n/a
2,VS,16%,H2VS16,108,14,n/a
2,VS,16%,H2VS16,111,14,n/a
2,VE,4%,H2VE4,91,14,n/a
2,VE,4%,H2VE4,93,14,n/a
2,VE,4%,H2VE4,108,14,n/a
2,VE,4%,H2VE4,134,14,112
2,VE,4%,H2VE4,157,14,n/a
2,VE,4%,H2VE4,197,14,n/a
2,VE,4%,H2VE4,198,14,n/a
2,VE,4%,H2VE4,199,14,n/a
2,VE,4%,H2VE4,201,14,n/a
2,VE,4%,H2VE4,208,14,n/a
2,VE,4%,H2VE4,227,14,n/a
2,VE,4%,H2VE4,340,14,n/a
2,VE,8%,H2VE8,120,14,n/a
2,VE,8%,H2VE8,128,14,n/a
2,VE,8%,H2VE8,139,14,n/a
2,VE,8%,H2VE8,143,14,n/a
2,VE,8%,H2VE8,145,14,n/a
2,VE,8%,H2VE8,152,14,n/a
2,VE,8%,H2VE8,158,14,n/a
2,VE,8%,H2VE8,190,14,n/a
2,VE,8%,H2VE8,195,14,118
2,VE,8%,H2VE8,207,14,n/a
2,VE,8%,H2VE8,278,14,n/a
2,VE,16%,H2VE16,107,14,160
2,VE,16%,H2VE16,122,14,n/a
2,VE,16%,H2VE16,142,14,n/a
2,VE,16%,H2VE16,162,14,n/a
2,VE,16%,H2VE16,164,14,n/a
2,VE,16%,H2VE16,167,14,n/a
2,VE,16%,H2VE16,176,14,n/a
2,VE,16%,H2VE16,178,14,n/a
2,VE,16%,H2VE16,180,14,n/a
2,VE,16%,H2VE16,185,14,n/a
2,VE,16%,H2VE16,186,14,n/a
2,VE,16%,H2VE16,238,14,n/a
3,VE,16%,H3VE16,101,3,36
3,VE,16%,H3VE16,101,4,40
3,VE,16%,H3VE16,101,5,50
3,VE,16%,H3VE16,101,6,57
3,VE,16%,H3VE16,101,7,51
3,VE,16%,H3VE16,101,8,57
3,VE,16%,H3VE16,101,9,64
3,VE,16%,H3VE16,101,10,84
3,VE,16%,H3VE16,101,11,101
3,VE,16%,H3VE16,101,12,113
3,VE,16%,H3VE16,101,13,105
3,VE,16%,H3VE16,101,14,125
3,VE,16%,H3VE16,101,15,146
3,VE,16%,H3VE16,116,1,27
3,VE,16%,H3VE16,116,2,21
3,VE,16%,H3VE16,116,3,39
3,VE,16%,H3VE16,116,4,43
3,VE,16%,H3VE16,116,5,49
3,VE,16%,H3VE16,116,6,54
3,VE,16%,H3VE16,116,7,60
3,VE,16%,H3VE16,116,8,58
3,VE,16%,H3VE16,116,9,66
3,VE,16%,H3VE16,116,10,64
3,VE,16%,H3VE16,116,11,111
3,VE,16%,H3VE16,116,12,120
3,VE,16%,H3VE16,116,13,125
3,VE,16%,H3VE16,116,14,146
3,VE,16%,H3VE16,116,15,174
3,VE,16%,H3VE16,129,1,17
3,VE,16%,H3VE16,129,2,36
3,VE,16%,H3VE16,129,3,36
3,VE,16%,H3VE16,129,4,50
3,VE,16%,H3VE16,129,5,52
3,VE,16%,H3VE16,129,6,60
3,VE,16%,H3VE16,129,7,46
3,VE,16%,H3VE16,129,8,69
3,VE,16%,H3VE16,129,9,78
3,VE,16%,H3VE16,129,10,87
3,VE,16%,H3VE16,129,11,122
3,VE,16%,H3VE16,129,12,134
3,VE,16%,H3VE16,129,13,135
3,VE,16%,H3VE16,129,14,155
3,VE,16%,H3VE16,129,15,188
3,VE,16%,H3VE16,163,1,0
3,VE,16%,H3VE16,163,2,24
3,VE,16%,H3VE16,163,3,25
3,VE,16%,H3VE16,163,4,43
3,VE,16%,H3VE16,163,5,55
3,VE,16%,H3VE16,163,6,60
3,VE,16%,H3VE16,163,7,46
3,VE,16%,H3VE16,163,8,65
3,VE,16%,H3VE16,163,9,65
3,VE,16%,H3VE16,163,10,91
3,VE,16%,H3VE16,163,11,146
3,VE,16%,H3VE16,163,12,162
3,VE,16%,H3VE16,163,13,179
3,VE,16%,H3VE16,163,14,191
3,VE,16%,H3VE16,163,15,225
3,VE,16%,H3VE16,166,1,0
3,VE,16%,H3VE16,166,2,9
3,VE,16%,H3VE16,166,3,28
3,VE,16%,H3VE16,166,4,29
3,VE,16%,H3VE16,166,5,45
3,VE,16%,H3VE16,166,6,50
3,VE,16%,H3VE16,166,7,58
3,VE,16%,H3VE16,166,8,59
3,VE,16%,H3VE16,166,9,67
3,VE,16%,H3VE16,166,10,68
3,VE,16%,H3VE16,166,11,105
3,VE,16%,H3VE16,166,12,108
3,VE,16%,H3VE16,166,13,126
3,VE,16%,H3VE16,166,14,140
3,VE,16%,H3VE16,166,15,162
3,VE,16%,H3VE16,173,1,0
1,VS,4%,H1VS4,3,15,n/a
1,VS,4%,H1VS4,9,15,n/a
1,VS,4%,H1VS4,23,15,n/a
1,VS,4%,H1VS4,57,15,n/a
1,VS,4%,H1VS4,69,15,n/a
1,VS,4%,H1VS4,70,15,n/a
1,VS,4%,H1VS4,71,15,n/a
1,VS,4%,H1VS4,102,15,n/a
1,VS,4%,H1VS4,112,15,n/a
1,VS,4%,H1VS4,127,15,n/a
1,VS,8%,H1VS8,26,15,n/a
1,VS,8%,H1VS8,32,15,n/a
1,VS,8%,H1VS8,36,15,n/a
1,VS,8%,H1VS8,39,15,n/a
1,VS,8%,H1VS8,52,15,n/a
1,VS,8%,H1VS8,53,15,n/a
1,VS,8%,H1VS8,56,15,n/a
1,VS,8%,H1VS8,59,15,n/a
1,VS,8%,H1VS8,60,15,n/a
1,VS,8%,H1VS8,64,15,n/a
1,VS,8%,H1VS8,114,15,n/a
1,VS,16%,H1VS16,29,15,n/a
1,VS,16%,H1VS16,33,15,n/a
1,VS,16%,H1VS16,54,15,n/a
1,VS,16%,H1VS16,73,15,n/a
1,VS,16%,H1VS16,74,15,n/a
1,VS,16%,H1VS16,79,15,n/a
1,VS,16%,H1VS16,82,15,n/a
1,VS,16%,H1VS16,84,15,n/a
1,VS,16%,H1VS16,93,15,n/a
1,VS,16%,H1VS16,107,15,n/a
1,VS,16%,H1VS16,109,15,n/a
1,VS,4%,H1VS4,17,15,n/a
1,VE,4%,H1VE4,96,15,n/a
1,VE,4%,H1VE4,102,15,n/a
1,VE,4%,H1VE4,103,15,n/a
1,VE,4%,H1VE4,105,15,n/a
1,VE,4%,H1VE4,110,15,n/a
1,VE,4%,H1VE4,117,15,n/a
1,VE,4%,H1VE4,124,15,n/a
1,VE,4%,H1VE4,181,15,n/a
1,VE,4%,H1VE4,194,15,n/a
1,VE,4%,H1VE4,203,15,n/a
1,VE,8%,H1VE8,94,15,n/a
1,VE,8%,H1VE8,127,15,n/a
1,VE,8%,H1VE8,140,15,n/a
1,VE,8%,H1VE8,144,15,n/a
1,VE,8%,H1VE8,147,15,n/a
1,VE,8%,H1VE8,151,15,n/a
1,VE,8%,H1VE8,155,15,n/a
1,VE,8%,H1VE8,165,15,n/a
1,VE,8%,H1VE8,243,15,n/a
1,VE,8%,H1VE8,248,15,n/a
1,VE,16%,H1VE16,121,15,n/a
1,VE,16%,H1VE16,137,15,n/a
1,VE,16%,H1VE16,141,15,n/a
1,VE,16%,H1VE16,168,15,n/a
1,VE,16%,H1VE16,169,15,n/a
1,VE,16%,H1VE16,172,15,n/a
1,VE,16%,H1VE16,174,15,n/a
1,VE,16%,H1VE16,182,15,n/a
1,VE,16%,H1VE16,183,15,n/a
1,VE,16%,H1VE16,184,15,n/a
1,VE,16%,H1VE16,188,15,n/a
1,VE,4%,H1VE4,299,15,n/a
2,VS,4%,H2VS4,6,15,n/a
2,VS,4%,H2VS4,8,15,n/a
2,VS,4%,H2VS4,10,15,n/a
2,VS,4%,H2VS4,12,15,n/a
2,VS,4%,H2VS4,14,15,n/a
2,VS,4%,H2VS4,16,15,n/a
2,VS,4%,H2VS4,24,15,n/a
2,VS,4%,H2VS4,28,15,n/a
2,VS,4%,H2VS4,43,15,n/a
2,VS,4%,H2VS4,67,15,n/a
2,VS,4%,H2VS4,68,15,n/a
2,VS,4%,H2VS4,92,15,n/a
2,VS,8%,H2VS8,1,15,n/a
2,VS,8%,H2VS8,7,15,n/a
2,VS,8%,H2VS8,25,15,n/a
2,VS,8%,H2VS8,30,15,n/a
2,VS,8%,H2VS8,35,15,n/a
2,VS,8%,H2VS8,37,15,n/a
2,VS,8%,H2VS8,40,15,n/a
2,VS,8%,H2VS8,45,15,n/a
2,VS,8%,H2VS8,65,15,n/a
2,VS,8%,H2VS8,90,15,n/a
2,VS,8%,H2VS8,96,15,n/a
2,VS,16%,H2VS16,4,15,n/a
2,VS,16%,H2VS16,31,15,n/a
2,VS,16%,H2VS16,66,15,n/a
2,VS,16%,H2VS16,86,15,n/a
2,VS,16%,H2VS16,94,15,n/a
2,VS,16%,H2VS16,95,15,n/a
2,VS,16%,H2VS16,100,15,n/a
2,VS,16%,H2VS16,106,15,n/a
2,VS,16%,H2VS16,108,15,n/a
2,VS,16%,H2VS16,111,15,n/a
2,VE,4%,H2VE4,91,15,n/a
2,VE,4%,H2VE4,93,15,n/a
2,VE,4%,H2VE4,108,15,n/a
2,VE,4%,H2VE4,134,15,n/a
2,VE,4%,H2VE4,157,15,n/a
2,VE,4%,H2VE4,197,15,n/a
2,VE,4%,H2VE4,198,15,n/a
2,VE,4%,H2VE4,199,15,n/a
2,VE,4%,H2VE4,201,15,n/a
2,VE,4%,H2VE4,208,15,n/a
2,VE,4%,H2VE4,227,15,n/a
2,VE,4%,H2VE4,340,15,n/a
2,VE,8%,H2VE8,120,15,n/a
2,VE,8%,H2VE8,128,15,n/a
2,VE,8%,H2VE8,139,15,n/a
2,VE,8%,H2VE8,143,15,n/a
2,VE,8%,H2VE8,145,15,n/a
2,VE,8%,H2VE8,152,15,n/a
2,VE,8%,H2VE8,158,15,n/a
2,VE,8%,H2VE8,190,15,n/a
2,VE,8%,H2VE8,195,15,n/a
2,VE,8%,H2VE8,207,15,n/a
2,VE,8%,H2VE8,278,15,n/a
2,VE,16%,H2VE16,107,15,n/a
2,VE,16%,H2VE16,122,15,n/a
2,VE,16%,H2VE16,142,15,n/a
2,VE,16%,H2VE16,162,15,n/a
2,VE,16%,H2VE16,164,15,n/a
2,VE,16%,H2VE16,167,15,n/a
2,VE,16%,H2VE16,176,15,n/a
2,VE,16%,H2VE16,178,15,n/a
